words,labels,entities,term_list
"['Il', 'peut', 'décrire', 'un', 'cercle', 'de', '0,5', 'mètre', 'de', 'diamètre', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Cette', 'figure', ""s'"", 'effectue', 'généralement', 'au', 'pas', 'ou', 'au', 'galop', ',', 'mais', 'on', 'peut', 'également', 'la', 'voir', 'effectuer', 'au', 'piaffer', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 19, 19), ('Term', 6, 6), ('Term', 9, 9), ('Term', 1, 1)}","['piaffer', 'pas', 'galop', 'figure']"
"['Pirouette', 'renversée']","['B-Term', 'I-Term']","{('Term', 0, 1)}",['Pirouette renversée']
"['Cet', 'exercice', 'consiste', 'à', 'faire', 'une', 'tour', 'autour', 'des', 'épaules', 'avec', 'un', 'cheval', 'incurvé', 'dans', 'le', 'sens', 'du', 'déplacement', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O']","{('Term', 9, 9), ('Term', 1, 1), ('Term', 16, 18), ('Term', 13, 13), ('Term', 12, 12)}","['épaules', 'exercice', 'sens du déplacement', 'incurvé', 'cheval']"
"['Il', 'ne', 'se', 'pratique', ""qu'"", 'au', 'pas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 6, 6)}",['pas']
"['Il', 'est', 'peu', 'utilisé', 'si', 'ce', ""n'"", 'est', 'pour', 'résoudre', 'des', 'problèmes', 'de', 'mobilité', 'des', 'hanches', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 15, 15)}",['hanches']
"['ÉPAULES', 'DEVANT']","['B-Term', 'I-Term']","{('Term', 0, 1)}",['ÉPAULES DEVANT']
"['Le', 'contrôle', 'des', 'épaules', 'et', 'des', 'hanches']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term']","{('Term', 6, 6), ('Term', 3, 3)}","['hanches', 'épaules']"
"['«', 'Les', 'épaules', 'devant', '»', '.']","['O', 'O', 'BN-Term', 'I-Term', 'O', 'O']","{('Term', 2, 3)}",['épaules devant']
"['Si', 'il', 'est', 'une', 'phrase', 'que', ""l'"", 'on', 'entend', 'répéter', 'dans', 'les', 'manèges', 'et', 'sur', 'le', 'terrains', 'de', 'détente', 'c', 'est', 'bien', 'celle', 'là', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 12, 12)}",['manèges']
"['Mais', 'au', 'fait', 'pourquoi', '?']","['O', 'O', 'O', 'O', 'O']",set(),[]
"['Pourquoi', 'un', 'juge', 'doit-il', 'sanctionner', 'un', 'appuyer', 'si', 'les', 'hanches', 'devancent', 'les', 'épaules', ',', 'une', 'cession', 'a', 'la', 'jambe', 'qui', 'a', 'force', 'de', 'vouloir', 'être', 'parallèle', 'au', 'grand', 'coté', 'verra', 'les', 'hanches', 'dépasser', 'les', 'épaules', '?']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 15, 18), ('Term', 2, 2), ('Term', 34, 34), ('Term', 6, 6), ('Term', 9, 9), ('Term', 31, 31), ('Term', 27, 28), ('Term', 12, 12)}","['cession a la jambe', 'juge', 'épaules', 'appuyer', 'hanches', 'hanches', 'grand coté', 'épaules']"
"['Est', 'ce', 'vraiment', 'un', 'défaut', 'si', 'un', 'cheval', 'en', 'ligne', 'droite', 'met', 'les', 'hanches', 'légèrement', 'sur', 'une', 'piste', 'intérieure', ',', 'du', 'moment', ""qu'"", 'il', 'a', 'bien', 'un', 'pli', 'interne', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 13, 13), ('Term', 7, 7), ('Term', 17, 18), ('Term', 9, 10), ('Term', 27, 28)}","['hanches', 'cheval', 'piste intérieure', 'ligne droite', 'pli interne']"
"['Et', 'bien', 'commençons', 'par', 'ce', 'dernier', 'exemple', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Un', 'cheval', 'trotte', 'ou', 'galope', 'sur', 'la', 'piste', 'le', 'long', 'du', 'grand', 'coté', '.']","['O', 'B-Term', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 2, 2), ('Term', 1, 1), ('Term', 7, 7), ('Term', 11, 12), ('Term', 4, 4)}","['trotte', 'cheval', 'piste', 'grand coté', 'galope']"
"['Croyant', 'bien', 'faire', 'le', 'cavalier', 'lui', 'ploie', 'l', ""'"", 'encolure', 'a', ""l'"", 'intérieur', 'et', 'le', 'cheval', 'de', 'lui', 'même', 'rentre', 'un', 'peu', 'ses', 'hanches', 'a', 'l', ""'"", 'intérieur', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 4, 4), ('Term', 9, 9), ('Term', 15, 15), ('Term', 23, 23), ('Term', 27, 27), ('Term', 12, 12)}","['cavalier', 'encolure', 'cheval', 'hanches', 'intérieur', 'intérieur']"
"['En', 'quoi', 'cela', 'gêne-t-il', 'une', 'bonne', 'évolution', 'du', 'travail', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Nous', 'avions', ',', 'dans', 'un', 'conseil', 'précédent', 'évoqué', ""l'"", 'importance', 'de', 'la', 'rectitude', ',', 'comme', 'condition', 'préalable', 'a', 'toute', 'idée', 'de', 'rassembler', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 21, 21), ('Term', 12, 12)}","['rassembler', 'rectitude']"
"['En', 'effet', 'en', '«', 'se', 'traversant', '»', 'le', 'cheval', 'par', 'un', 'effet', 'mécanique', 'trouve', 'une', 'solution', 'pour', 'éviter', 'un', 'engagement', 'de', 'ses', 'postérieurs', ""qu'"", 'il', 'laissera', 'échapper', 'sur', 'le', 'coté', 'plutôt', 'que', 'de', 'les', 'engager', 'sous', 'sa', 'masse', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'I-Term', 'IN-Term', 'O']","{('Term', 34, 34), ('Term', 35, 37), ('Term', 22, 22), ('Term', 19, 19), ('Term', 5, 5), ('Term', 8, 8)}","['engager', 'sous sa masse', 'postérieurs', 'engagement', 'traversant', 'cheval']"
"['De', 'même', 'par', 'une', 'torsion', 'de', 'l', ""'"", 'encolure', 'évitera-t-il', 'de', 'garder', 'ses', 'épaules', 'en', 'ligne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 13, 13), ('Term', 8, 8)}","['épaules', 'encolure']"
"['Partant', 'de', 'là', 'et', 'prenons', 'le', 'cas', 'de', 'la', 'cession', 'puis', 'de', 'l', ""'"", 'appuyer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 14), ('Term', 9, 9)}","['appuyer', 'cession']"
"['Dans', 'la', 'cession', 'ce', 'n', ""'"", 'est', 'pas', 'tant', 'le', 'déplacement', 'latéral', 'qui', 'nous', 'intéresse', 'mais', 'bien', 'plus', 'le', 'fait', ""d'"", 'aller', 'de', 'coté', 'en', 'avançant', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 10, 11)}","['cession', 'déplacement latéral']"
"['Si', 'les', 'hanches', 'passent', 'devant', ""c'"", 'est', 'que', 'le', 'cheval', 'trouve', 'son', 'aisance', 'en', 'écartant', 'plus', 'le', 'postérieur', 'externe', ""qu'"", 'en', ""l'"", 'avançant', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 9, 9), ('Term', 17, 18)}","['hanches', 'cheval', 'postérieur externe']"
"['Idem', 'dans', ""l'"", 'appuyer', 'ou', 'le', 'fait', 'de', 'bien', 'mettre', 'les', 'épaules', 'devant', 'garantira', 'le', 'travail', 'juste', 'et', 'utile', 'du', 'postérieur', 'interne', 'alors', 'que', 'si', 'il', 'a', 'les', 'hanches', 'devant', 'les', 'épaules', ',', 'il', 'perdra', 'de', ""l'"", 'impulsion', ',', 'de', ""l'"", 'engagement', 'et', 'en', 'conséquence', 'de', ""l'"", 'expression', 'dans', 'le', 'geste', 'des', 'antérieurs', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 3, 3), ('Term', 31, 31), ('Term', 37, 37), ('Term', 41, 41), ('Term', 47, 47), ('Term', 52, 52), ('Term', 20, 21), ('Term', 11, 12), ('Term', 28, 28)}","['appuyer', 'épaules', 'impulsion', 'engagement', 'expression', 'antérieurs', 'postérieur interne', 'épaules devant', 'hanches']"
"['Attention', ',', 'il', ""n'"", 'est', 'pas', 'question', ""d'"", 'encourager', 'par', 'des', 'notes', 'de', '7', 'et', 'au', 'dessus', 'des', 'appuyers', '(', 'tels', ""qu'"", 'on', 'les', 'voit', 'souvent', 'dans', 'le', 'Grand', 'Prix', ')', 'qui', 'sont', 'très', 'insuffisamment', 'parallèles', 'au', 'grand', 'coté', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 18, 18), ('Term', 37, 38), ('Term', 28, 29)}","['appuyers', 'grand coté', 'Grand Prix']"
"['Mais', 'de', 'deux', 'maux', ',', 'je', 'préfère', 'largement', 'le', 'dernier', 'qui', ""n'"", 'entrainera', 'pas', 'de', 'développement', 'défectueux', 'majeur', 'mais', 'montrera', 'cependant', 'un', 'manque', 'de', 'souplesse', 'latérale', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O']","{('Term', 25, 25), ('Term', 24, 24)}","['latérale', 'souplesse']"
"['Pour', 'conclure', ',', 'notez', 'bien', ""qu'"", 'il', ""n'"", 'est', 'pas', 'un', 'seul', 'mouvement', 'de', 'présentation', 'où', 'les', 'hanches', 'doivent', 'passer', 'devant', 'les', 'épaules', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 22, 22), ('Term', 17, 17), ('Term', 12, 12)}","['épaules', 'hanches', 'mouvement']"
"['Nous', 'parlerons', 'peut', 'être', 'ultérieurement', 'de', 'quelques', 'exercices', 'spécifiques', 'comme', 'les', 'demi-tours', 'autour', 'des', 'épaules', 'et', 'de', 'leur', 'utilité', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 14), ('Term', 7, 7)}","['demi-tours autour des épaules', 'exercices']"
"['Les', 'sauts', ""d'"", 'école']","['O', 'BN-Term', 'I-Term', 'I-Term']","{('Term', 1, 3)}","[""sauts d' école""]"
"['Apparus', 'sous', 'la', 'Renaissance', 'italienne', ',', 'les', 'airs', 'relevés', 'servaient', 'à', 'orner', 'les', 'chorégraphies', 'des', 'carrousels', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 7, 8), ('Term', 15, 15)}","['airs relevés', 'carrousels']"
"['Ils', 'permettaient', 'de', 'prouver', 'la', 'valeur', 'et', 'la', 'solidité', 'des', 'cavaliers', 'en', 'selle', 'et', 'représentaient', ""l'"", 'aboutissement', 'du', 'dressage', 'du', 'cheval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 10, 10), ('Term', 11, 12), ('Term', 20, 20)}","['dressage', 'cavaliers', 'en selle', 'cheval']"
"['On', 'peut', 'imaginer', ""l'"", 'origine', 'militaire', 'des', 'sauts', ""d'"", 'école', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O']","{('Term', 7, 9)}","[""sauts d' école""]"
"['Le', 'but', 'était', 'essentiellement', ""d'"", 'obtenir', 'du', 'cheval', 'de', 'guerre', 'une', 'soumission', 'parfaite', 'et', 'une', 'très', 'grande', 'maniabilité', ',', 'préparant', 'les', 'cavaliers', 'aux', 'rudes', 'secousses', 'du', 'combat', 'et', 'servaient', 'aux', 'officiers', 'à', 'parader', 'sur', 'le', 'front', 'des', 'troupes', ',', 'les', 'sauts', ""d'"", 'école', ""n'"", 'étaient', 'pas', 'utilisés', 'au', 'combat', ',', 'bien', 'que', 'la', 'tentation', 'fût', 'grande', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 7, 7), ('Term', 40, 42), ('Term', 21, 21)}","['soumission', 'cheval', ""sauts d' école"", 'cavaliers']"
"['Pour', ""s'"", 'en', 'convaincre', ',', 'il', 'suffit', 'de', 'les', 'pratiquer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Quand', 'on', 'connaît', 'la', 'préparation', 'et', 'la', 'précision', ""qu'"", 'ils', 'demandent', ',', 'il', 'est', 'difficilement', 'imaginable', 'de', 'les', 'exécuter', 'dans', 'le', 'cadre', ""d'"", 'une', 'confrontation', 'où', 'rapidité', 'et', 'promptitude', 'des', 'réactions', 'sont', 'vitales', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'airs', 'relevés', 'pratiqués', 'à', 'Saumur', 'sont', 'la', 'courbette', ',', 'la', 'croupade', ',', 'la', 'cabriole', '.']","['O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 14), ('Term', 11, 11), ('Term', 8, 8), ('Term', 1, 2)}","['cabriole', 'croupade', 'courbette', 'airs relevés']"
"['Seule', 'la', 'cabriole', ',', '«', 'le', 'plus', 'élevé', 'et', 'le', 'plus', 'parfait', 'de', 'tous', 'les', 'sauts', '»', 'a', 'conservé', 'son', 'style', 'classique', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 15, 15)}","['cabriole', 'sauts']"
"['A', 'Saumur', ',', 'les', 'sauts', ""d'"", 'écoles', 'sont', 'pratiqués', 'sans', 'étriers', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 4, 6)}","['étriers', ""sauts d' écoles""]"
"['La', 'courbette', 'est', 'préparée', 'par', 'un', 'équilibre', 'sur', 'les', 'hanches', ',', 'le', 'cheval', 'élève', ""l'"", 'avant-main', '(', 'les', 'membres', 'antérieurs', ')', 'en', 'prenant', 'appui', 'sur', 'les', 'postérieurs', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 6, 6), ('Term', 9, 9), ('Term', 1, 1), ('Term', 15, 15), ('Term', 19, 19), ('Term', 12, 12)}","['postérieurs', 'équilibre', 'hanches', 'courbette', 'avant-main', 'antérieurs', 'cheval']"
"['Il', 'reste', 'en', 'position', 'quelques', 'secondes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['La', 'Croupade']","['O', 'B-Term']","{('Term', 1, 1)}",['Croupade']
"['A', 'la', 'demande', 'du', 'cavalier', ',', 'le', 'cheval', 'monte', 'la', 'croupe', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 7, 7), ('Term', 4, 4)}","['croupe', 'cheval', 'cavalier']"
"['«', 'Touché', 'par', 'la', 'cravache', '»', ',', 'il', 'détache', 'une', 'ruade', 'énergique', 'en', 'étendant', 'complètement', 'les', 'postérieurs', '.']","['O', 'B-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 1, 4), ('Term', 10, 10), ('Term', 16, 16)}","['Touché par la cravache', 'ruade', 'postérieurs']"
"['La', 'Cabriole']","['O', 'B-Term']","{('Term', 1, 1)}",['Cabriole']
"['Le', 'cheval', 'au', 'terre-à-terre', 'lève', 'haut', ""l'"", 'avant-main', ',', 'quitte', 'le', 'sol', 'par', 'la', 'détente', 'de', 'ses', 'postérieurs', '.']","['O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 3, 3), ('Term', 17, 17), ('Term', 1, 1), ('Term', 7, 7)}","['terre-à-terre', 'postérieurs', 'cheval', 'avant-main']"
"['«', 'Touché', '»', 'par', 'la', 'cravache', ',', 'il', 'détache', 'avec', 'force', 'une', 'ruade', ',', 'postérieurs', 'tendus', 'horizontalement', 'imitant', 'le', 'saut', 'du', 'cabri', '.']","['O', 'B-Term', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 3, 5), ('Term', 19, 19), ('Term', 1, 1), ('Term', 21, 21), ('Term', 14, 14), ('Term', 12, 12)}","['par la cravache', 'saut', 'Touché', 'cabri', 'postérieurs', 'ruade']"
"['La', 'cabriole', 'est', 'le', 'saut', 'le', 'plus', 'classique', 'conservé', 'à', 'Saumur', '.']","['O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1), ('Term', 4, 4)}","['cabriole', 'saut']"
"['Dans', 'ces', 'exercices', ',', 'le', 'cheval', 'pivote', 'autour', 'de', 'ses', 'épaules', 'ou', 'de', 'ses', 'hanches', ',', 'en', 'restant', 'droit', 'ou', 'en', 'se', 'dépaçant', 'du', 'côté', 'convexe', '.']","['O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 2, 2), ('Term', 18, 18), ('Term', 5, 5), ('Term', 14, 14)}","['épaules', 'exercices', 'droit', 'cheval', 'hanches']"
"['Ils', 'permettent', 'au', 'cavalier', ""d'"", 'apprendre', 'au', 'maîtriser', 'les', 'déplacements', 'des', 'épaules', 'ou', 'des', 'hanches', 'du', 'cheval', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 14, 14), ('Term', 3, 3), ('Term', 16, 16)}","['épaules', 'hanches', 'cavalier', 'cheval']"
"['Ainsi', ',', 'il', 'améliore', ""l'"", 'emploi', 'de', 'la', 'jambe', 'isolée', 'en', 'demandant', 'un', 'quart', 'de', 'tour', 'autour', 'des', 'hanches', 'à', 'la', 'fin', ""d'"", 'un', 'doubler', 'dans', 'la', 'largeur', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'I-Term', 'O']","{('Term', 18, 18), ('Term', 24, 27), ('Term', 8, 8)}","['hanches', 'doubler dans la largeur', 'jambe']"
"['Pour', 'le', 'cheval', ',', 'en', 'partant', 'du', 'pincipe', 'que', 'la', 'partie', 'la', 'plus', 'mobile', 'de', 'son', 'corps', ""s'"", 'allége', ',', 'les', 'demi-tours', 'autour', 'des', 'épaules', 'permettent', 'de', 'gymnastiquer', 'les', 'postérieurs', 'des', 'chevaux', 'particulièrement', 'noués', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 27, 27), ('Term', 31, 31), ('Term', 29, 29), ('Term', 21, 24)}","['cheval', 'gymnastiquer', 'chevaux', 'postérieurs', 'demi-tours autour des épaules']"
"['Les', 'demi-tours', 'autour', 'des', 'épaules', 'font', 'favoriser', ""l'"", 'allégement', 'de', ""l'"", 'avant-main', 'et', 'la', 'souplesse', 'abducteurs', '.']","['O', 'B-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 1, 4), ('Term', 14, 14), ('Term', 11, 11)}","['demi-tours autour des épaules', 'souplesse', 'avant-main']"
"[""L'"", 'appuyer', 'est', 'un', 'exercice', 'de', 'deux', 'pistes', 'dans', 'lequel', 'le', 'cheval', 'se', 'déplace', 'latéralement', 'et', 'croise', 'ses', 'membres', '.']","['O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 14, 14), ('Term', 1, 1), ('Term', 4, 7)}","['cheval', 'latéralement', 'appuyer', 'exercice de deux pistes']"
"[""L'"", 'avant-main', 'précède', 'légèrement', ""l'"", 'arrière-main', ',', ""l'"", 'encolure', 'et', 'la', 'tête', 'sont', 'infléchies', 'dans', 'la', 'direction', 'du', 'mouvement', '.']","['O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O']","{('Term', 11, 11), ('Term', 13, 13), ('Term', 1, 1), ('Term', 5, 5), ('Term', 16, 18), ('Term', 8, 8)}","['tête', 'infléchies', 'avant-main', 'arrière-main', 'direction du mouvement', 'encolure']"
"['Buts', 'de', ""l'"", 'appuyer']","['O', 'O', 'O', 'B-Term']","{('Term', 3, 3)}",['appuyer']
"['Augmenter', 'la', 'mobilité', 'et', 'la', 'disponibilité', 'du', 'cheval', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 7, 7)}",['cheval']
"['Assouplir', 'latéralement', 'le', 'cheval', '.']","['B-Term', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 3, 3), ('Term', 1, 1), ('Term', 0, 0)}","['cheval', 'latéralement', 'Assouplir']"
"['Mobiliser', 'les', 'postérieurs', '.']","['O', 'O', 'B-Term', 'O']","{('Term', 2, 2)}",['postérieurs']
"['Renforcer', 'la', 'musculature', '.']","['O', 'O', 'B-Term', 'O']","{('Term', 2, 2)}",['musculature']
"['Attitude', 'du', 'cheval']","['O', 'O', 'B-Term']","{('Term', 2, 2)}",['cheval']
"['Le', 'cheval', 'se', 'déplace', 'latéralement', ',', 'fléchi', 'du', 'côté', 'où', 'il', 'va', ',', 'en', 'croisant', 'ses', 'membres', '.']","['O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 1, 1), ('Term', 4, 4)}","['fléchi', 'cheval', 'latéralement']"
"['Il', 'y', 'a', 'trois', 'critères', 'à', 'respecter', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
