words,labels,entities,term_list
"['No', 'planning', 'suggestions', 'or', 'objections', 'from', 'the', 'public', 'were', 'received', 'at', 'the', 'meeting', 'or', 'by', 'the', 'addresses', 'mentioned', 'in', 'the', 'newspaper', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'meeting', 'was', 'held', 'at', 'the', 'Department', 'of', 'Architecture-Urbanistics', 'of', 'Kretinga', 'county', 'municipality', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'planning', 'manager', 'Dainius', 'Jurenas', ',', 'secretary', 'of', 'the', 'meeting', 'Mantas', 'Kisonas', 'and', 'chairwoman', 'of', 'the', 'meeting', 'Kristina', 'Janaviciene', 'participated', 'at', 'the', 'meeting', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Representatives', 'of', 'related', 'parties', 'did', 'not', 'arrive', 'to', 'the', 'meeting', ',', 'accordingly', 'the', 'decision', 'was', 'adopted', 'that', 'another', 'public', 'meeting', 'should', 'be', 'held', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Another', 'public', 'meeting', 'of', 'the', 'detailed', 'plan', 'took', 'place', 'on', 'May', '22', ',', '2006', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'meeting', 'was', 'announced', 'in', 'the', 'regional', 'newspaper', 'Svyturys', '(', 'No.', '35', '(', '7764', ')', ')', 'on', 'May', '10', ',', '2006', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['No', 'planning', 'suggestions', 'or', 'objections', 'from', 'the', 'public', 'were', 'received', 'at', 'the', 'meeting', 'or', 'by', 'the', 'addresses', 'mentioned', 'in', 'the', 'newspaper', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'meeting', 'was', 'held', 'at', 'the', 'county', 'municipality', 'of', 'Kretinga', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'planning', 'manager', 'Dainius', 'Jurenas', ',', 'secretary', 'of', 'the', 'meeting', 'Mantas', 'Kisonas', 'and', 'chairwoman', 'of', 'the', 'meeting', 'Kristina', 'Janaviciene', 'participated', 'at', 'the', 'meeting', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'detailed', 'plan', 'was', 'finally', 'approved', 'by', 'the', 'Council', 'of', 'the', 'Kretinga', 'Municipality', 'on', '29', 'June', '2006', 'No.', 'T2-189', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'template', 'shall', 'not', 'be', 'altered', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['It', 'shall', 'be', 'completed', 'without', 'modifying', '/', 'adding', 'headings', 'or', 'logo', ',', 'format', 'or', 'font', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['JOINT', 'IMPLEMENTATION', 'PROJECT', 'DESIGN', 'DOCUMENT', 'FORM', 'FOR', 'SMALL-SCALE', 'PROJECTS', '-', 'Version', '01.1', 'Joint', 'Implementation', 'Supervisory', 'Committee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['page', '40']","['O', 'O']",set(),[]
"['Annex', '1', 'CONTACT', 'INFORMATION', 'ON', 'PROJECT', 'PARTICIPANTS', 'Organisation', ':', 'Street', '/', 'P.O.Box', ':', 'Building', ':', 'City', ':', 'State', '/', 'Region', ':', 'Postal', 'code', ':', 'Country', ':', 'Phone', ':', 'Fax', ':', 'E-mail', ':', 'URL', ':', 'Represented', 'by', ':', 'Title', ':', 'Salutation', ':', 'Last', 'name', ':', 'Middle', 'name', ':', 'First', 'name', ':', 'Department', ':', 'Phone', '(', 'direct', ')', ':', 'Fax', '(', 'direct', ')', ':', 'Mobile', ':', 'Personal', 'e-mail', ':', 'Vejo', 'Elektra', 'UAB', 'Tuskul', 'n', 'g', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['33c', 'Vilnius', 'Lt-09219', 'Lithuania', '+', '370', '685', '21249', '+', '370', '5', '272', '2332', 'tadas@4energia.ee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Director', 'Mr.', 'Navickas', 'Tadas', '+', '370', '685', '21249', '+', '370', '5', '272', '2332', 'tadas@4energia.ee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'template', 'shall', 'not', 'be', 'altered', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['It', 'shall', 'be', 'completed', 'without', 'modifying', '/', 'adding', 'headings', 'or', 'logo', ',', 'format', 'or', 'font', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['JOINT', 'IMPLEMENTATION', 'PROJECT', 'DESIGN', 'DOCUMENT', 'FORM', 'FOR', 'SMALL-SCALE', 'PROJECTS', '-', 'Version', '01.1', 'Joint', 'Implementation', 'Supervisory', 'Committee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['page', '41']","['O', 'O']",set(),[]
"['Organisation', ':', 'Street', '/', 'P.O.Box', ':', 'Building', ':', 'City', ':', 'State', '/', 'Region', ':', 'Postal', 'code', ':', 'Country', ':', 'Phone', ':', 'Fax', ':', 'E-mail', ':', 'URL', ':', 'Represented', 'by', ':', 'Title', ':', 'Salutation', ':', 'Last', 'name', ':', 'Middle', 'name', ':', 'First', 'name', ':', 'Department', ':', 'Phone', '(', 'direct', ')', ':', 'Fax', '(', 'direct', ')', ':', 'Mobile', ':', 'Personal', 'e-mail', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Nordic', 'Environment', 'Finance', 'Corporation', ',', 'NEFCO', 'in', 'its', 'capacity', 'as', 'Fund', 'Manager', 'to', 'the', 'Baltic', 'Sea', 'Region', 'Testing', 'Ground', 'Facility', 'Fabianinkatu', ',', 'P.O.', 'Box', '249', '34', 'Helsinki', 'FI-00171', 'Finland', '+', '358', '9', '18', '001', '+', '358', '9', '630', '976', 'www.nefco.org', 'Ash', 'Sharma', 'Programme', 'Manager', ',', 'Testing', 'Ground', 'Facility', 'Mr.', 'Sharma', 'Ash', '+', '358', '40', '08', '11', '327', '+', '358', '9', '630', '976', '+', '358', '40', '08', '11', '327', 'ash.sharma@nefco.fi']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1)}",['Environment']
"['This', 'template', 'shall', 'not', 'be', 'altered', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['It', 'shall', 'be', 'completed', 'without', 'modifying', '/', 'adding', 'headings', 'or', 'logo', ',', 'format', 'or', 'font', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['A', 'national', 'laboratory', 'of', 'the', 'U.S.', 'Department', 'of', 'Energy', 'Office', 'of', 'Energy', 'Efficiency', '&', 'Renewable', 'Energy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term']","{('Term', 14, 15), ('Term', 11, 11), ('Term', 8, 8)}","['Renewable Energy', 'Energy', 'Energy']"
"['National', 'Renewable', 'Energy', 'Laboratory']","['O', 'B-Term', 'I-Term', 'O']","{('Term', 1, 2)}",['Renewable Energy']
"['Innovation', 'for', 'Our', 'Energy', 'Future']","['O', 'O', 'O', 'B-Term', 'O']","{('Term', 3, 3)}",['Energy']
"['Overview', 'of', 'Offshore', 'Wind', 'Technology']","['O', 'O', 'B-Term', 'I-Term', 'I-Term']","{('Term', 2, 4)}",['Offshore Wind Technology']
['Preprint'],['O'],set(),[]
"['C.P.', 'Butterfield', ',', 'W.', 'Musial', ',', 'and', 'J.', 'Jonkman']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['To', 'be', 'presented', 'at', 'the', 'Chinese', 'Renewable', 'Energy', 'Industry', 'Association', 'WindPower', 'Shanghai', 'Conference', 'Shanghai', ',', 'China', 'October', '31', '-', 'November', '3', ',', '2007']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 7), ('Term', 8, 8)}","['Renewable Energy', 'Industry']"
"['Conference', 'Paper']","['O', 'O']",set(),[]
"['NREL', '/', 'CP-500-42252', 'October', '2007']","['O', 'O', 'O', 'O', 'O']",set(),[]
"['NREL', 'is', 'operated', 'by', 'Midwest', 'Research', 'Institute', '●', 'Battelle']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Contract', 'No.', 'DE-AC36-99-GO10337']","['O', 'O', 'O']",set(),[]
"['NOTICE', 'The', 'submitted', 'manuscript', 'has', 'been', 'offered', 'by', 'an', 'employee', 'of', 'the', 'Midwest', 'Research', 'Institute', '(', 'MRI', ')', ',', 'a', 'contractor', 'of', 'the', 'US', 'Government', 'under', 'Contract', 'No.', 'DE-AC36-99GO10337', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Accordingly', ',', 'the', 'US', 'Government', 'and', 'MRI', 'retain', 'a', 'nonexclusive', 'royalty-free', 'license', 'to', 'publish', 'or', 'reproduce', 'the', 'published', 'form', 'of', 'this', 'contribution', ',', 'or', 'allow', 'others', 'to', 'do', 'so', ',', 'for', 'US', 'Government', 'purposes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'report', 'was', 'prepared', 'as', 'an', 'account', 'of', 'work', 'sponsored', 'by', 'an', 'agency', 'of', 'the', 'United', 'States', 'government', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Neither', 'the', 'United', 'States', 'government', 'nor', 'any', 'agency', 'thereof', ',', 'nor', 'any', 'of', 'their', 'employees', ',', 'makes', 'any', 'warranty', ',', 'express', 'or', 'implied', ',', 'or', 'assumes', 'any', 'legal', 'liability', 'or', 'responsibility', 'for', 'the', 'accuracy', ',', 'completeness', ',', 'or', 'usefulness', 'of', 'any', 'information', ',', 'apparatus', ',', 'product', ',', 'or', 'process', 'disclosed', ',', 'or', 'represents', 'that', 'its', 'use', 'would', 'not', 'infringe', 'privately', 'owned', 'rights', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Reference', 'herein', 'to', 'any', 'specific', 'commercial', 'product', ',', 'process', ',', 'or', 'service', 'by', 'trade', 'name', ',', 'trademark', ',', 'manufacturer', ',', 'or', 'otherwise', 'does', 'not', 'necessarily', 'constitute', 'or', 'imply', 'its', 'endorsement', ',', 'recommendation', ',', 'or', 'favoring', 'by', 'the', 'United', 'States', 'government', 'or', 'any', 'agency', 'thereof', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['The', 'views', 'and', 'opinions', 'of', 'authors', 'expressed', 'herein', 'do', 'not', 'necessarily', 'state', 'or', 'reflect', 'those', 'of', 'the', 'United', 'States', 'government', 'or', 'any', 'agency', 'thereof', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Available', 'electronically', 'at', 'http://www.osti.gov/bridge', 'Available', 'for', 'a', 'processing', 'fee', 'to', 'U.S.', 'Department', 'of', 'Energy', 'and', 'its', 'contractors', ',', 'in', 'paper', ',', 'from', ':', 'U.S.', 'Department', 'of', 'Energy', 'Office', 'of', 'Scientific', 'and', 'Technical', 'Information', 'P.O.', 'Box', '62', 'Oak', 'Ridge', ',', 'TN', '37831', '-', '0062', 'phone', ':', '865.576.8401', 'fax', ':', '865.576.5728', 'email', ':', 'mailto', ':', 'reports@adonis.osti.gov', 'Available', 'for', 'sale', 'to', 'the', 'public', ',', 'in', 'paper', ',', 'from', ':', 'U.S.', 'Department', 'of', 'Commerce', 'National', 'Technical', 'Information', 'Service', '5285', 'Port', 'Royal', 'Road', 'Springfield', ',', 'VA', '22161', 'phone', ':', '800.553.6847', 'fax', ':', '703.605.6900', 'email', ':', 'orders@ntis.fedworld.gov', 'online', 'ordering', ':', 'http://www.ntis.gov/ordering.htm']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 71, 71), ('Term', 26, 26), ('Term', 13, 13), ('Term', 31, 31)}","['Technical', 'Energy', 'Energy', 'Technical']"
"['Printed', 'on', 'paper', 'containing', 'at', 'least', '50', '%', 'wastepaper', ',', 'including', '20', '%', 'postconsumer', 'waste']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Overview', 'of', 'Offshore', 'Wind', 'Technology']","['O', 'O', 'B-Term', 'I-Term', 'I-Term']","{('Term', 2, 4)}",['Offshore Wind Technology']
"['C.', 'P.', '(', 'Sandy', ')', 'Butterfield', ',', 'W.', 'Musial', 'and', 'J.', 'Jonkman', 'National', 'Renewable', 'Energy', 'Laboratory', 'Golden', ',', 'Colorado', 'USA', '+', '1', '303', '384', '6902', '(', 'Phone', ')', '+', '1', '303', '384', '6901', '(', 'FAX', ')', 'Sandy_Butterfield@NREL.Gov']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 13, 14)}","['Colorado', 'Renewable Energy']"
['Abstract'],['O'],set(),[]
"['Over', 'the', 'past', '10', 'years', ',', 'offshore', 'wind', 'energy', 'has', 'become', 'a', 'major', 'focus', 'of', 'European', 'wind', 'energy', 'research', 'and', 'deployment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 6, 8), ('Term', 16, 17)}","['offshore wind energy', 'wind energy']"
"['Although', 'current', 'technology', 'has', 'been', 'based', 'mainly', 'on', 'land-based', 'wind', 'turbine', 'designs', ',', 'more', 'turbines', 'are', 'being', 'designed', 'specifically', 'for', 'offshore', 'applications', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 2, 2), ('Term', 8, 10), ('Term', 20, 20), ('Term', 14, 14)}","['technology', 'land-based wind turbine', 'offshore', 'turbines']"
"['New', 'standards', 'have', 'been', 'developed', 'to', 'address', 'the', 'unique', 'design', 'environment', 'imposed', 'by', 'loading', 'from', 'both', 'turbulent', 'wind', 'acting', 'on', 'the', 'blades', ',', 'rotor', 'nacelle', 'assembly', '(', 'RNA', ')', ',', 'and', 'ocean', 'wave', 'forces', 'acting', 'on', 'the', 'support', 'structure', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 23, 25), ('Term', 27, 27), ('Term', 21, 21), ('Term', 13, 13), ('Term', 16, 17)}","['rotor nacelle assembly', 'RNA', 'blades', 'loading', 'turbulent wind']"
"['The', 'rapid', 'growth', 'of', 'offshore', 'wind', 'applications', 'has', 'presented', 'new', 'challenges', 'to', 'wind', 'turbine', 'engineers', '.']","['O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'B-Term', 'O']","{('Term', 14, 14), ('Term', 4, 5), ('Term', 12, 13)}","['engineers', 'offshore wind', 'wind turbine']"
"['Technology', 'unique', 'to', 'offshore', 'oil', 'and', 'gas', 'industry', 'must', 'be', 'joined', 'with', 'the', 'design', 'technology', 'for', 'wind', 'turbines', '.']","['B-Term', 'O', 'O', 'B-Term', 'B-Term', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 6, 6), ('Term', 3, 3), ('Term', 7, 7), ('Term', 0, 0), ('Term', 16, 17), ('Term', 14, 14), ('Term', 4, 4)}","['gas', 'offshore', 'industry', 'Technology', 'wind turbines', 'technology', 'oil']"
"['This', 'paper', 'is', 'a', 'short', 'overview', 'of', 'some', 'of', 'the', 'challenges', 'facing', 'the', 'growth', 'of', 'offshore', 'wind', 'technology', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 15, 17)}",['offshore wind technology']
"['Keywords', ':', 'Wind', 'turbine', ',', 'offshore', ',', 'floating', ',', 'hydrodynamic', 'behavior']","['O', 'O', 'B-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 2, 3), ('Term', 5, 5), ('Term', 9, 9)}","['Wind turbine', 'offshore', 'hydrodynamic']"
['Introduction'],['O'],set(),[]
"['Offshore', 'wind', 'turbines', 'are', 'not', 'a', 'new', 'idea', '.']","['B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 0, 2)}",['Offshore wind turbines']
"['Heronemus', '[', '1', ']', 'proposed', 'them', 'more', 'than', '30', 'years', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['His', 'idea', 'was', 'a', 'floating', 'concept', 'that', 'would', 'produce', 'hydrogen', 'that', 'would', 'feed', 'a', 'pipeline', 'to', 'shore', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Since', 'then', ',', 'although', 'offshore', 'technologies', 'are', 'still', 'in', 'their', 'infancy', ',', 'land-based', 'wind', 'turbines', 'have', 'gown', 'in', 'number', ',', 'size', 'and', 'improved', 'economics', '.']","['O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 12, 14), ('Term', 5, 5), ('Term', 4, 4)}","['land-based wind turbines', 'technologies', 'offshore']"
"['Today', 'the', 'cost', 'of', 'land-based', 'wind', 'energy', 'rivals', 'that', 'of', 'most', 'fossil', 'fuels', 'and', 'is', 'likely', 'to', 'be', 'less', 'expensive', 'than', 'new', 'clean', 'coal', '.']","['O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 12), ('Term', 4, 6)}","['fossil fuels', 'land-based wind energy']"
"['This', 'success', 'story', 'can', 'be', 'credited', 'to', 'three', 'advancements', ',', '1', ')', 'dramatic', 'reductions', 'in', 'turbine', 'costs', ',', '2', ')', 'improved', 'reliability', 'and', '3', ')', 'economies', 'of', 'manufacturing', 'scale', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 15, 15)}",['turbine']
"['The', 'first', 'two', 'advancements', 'were', 'a', 'result', 'of', 'improvements', 'in', 'design', 'techniques', 'and', 'design', 'tools', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 11, 11)}",['techniques']
"['Engineers', 'learned', 'through', 'exhaustive', 'testing', 'that', 'the', 'analytical', 'tools', 'they', 'used', 'for', 'earlier', 'machines', 'were', 'not', 'adequate', 'for', 'predicting', 'fatigue', 'loads', 'and', 'extreme', 'loads-the', 'loads', 'that', 'drive', 'the', 'designs', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'B-Term', 'I-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 22, 23), ('Term', 13, 13), ('Term', 19, 20), ('Term', 0, 0), ('Term', 24, 24)}","['extreme loads-the', 'machines', 'fatigue loads', 'Engineers', 'loads']"
"['Inaccurate', 'predictions', 'lead', 'to', 'premature', 'failures', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'realization', 'led', 'to', 'extensive', 'research', 'in', 'U.S.', 'and', 'European', 'laboratories', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Aerodynamics', 'research', 'was', 'performed', '.']","['B-Term', 'O', 'O', 'O', 'O']","{('Term', 0, 0)}",['Aerodynamics']
"['Aeroelastic', 'dynamics', 'models', 'were', 'developed', '.']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 0, 1)}",['Aeroelastic dynamics']
"['Finally', ',', 'standards', 'were', 'developed', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['All', 'of', 'this', 'work', 'evolved', 'into', 'a', 'more', 'mature', 'design', 'process', 'that', 'is', 'currently', 'implied', 'in', 'a', 'suite', 'of', 'International', 'Electrotechnical', 'Commission', '(', 'IEC', ')', 'standards', '[', '2', ']', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 20, 20)}",['Electrotechnical']
